fire_id,위도,경도
F_000000,37.63510045170228,126.99758205559453
F_000001,37.4507925535295,127.06916827308487
F_000002,37.68129016655618,127.01696540439966
F_000003,37.502707074583576,127.1476360866065
F_000004,37.61738177694373,127.03749420632151
F_000005,37.64608364948532,126.9537530967595
F_000006,37.60794642726773,127.04327591997428
F_000007,37.587113025524616,126.89141307204955
F_000008,37.66989844813232,127.09160545266495
F_000009,37.48269800796141,126.99894630435088
F_000010,37.50081031511574,127.15649701481563
F_000011,37.61986843671525,127.0411297642329
F_000012,37.62949359709475,127.03334377566404
F_000013,37.62415182884196,127.03884649144705
F_000014,37.62949359709475,127.03334377566404
F_000015,37.62509354737103,127.03511592701203
F_000016,37.61736842867098,127.0406380423295
F_000017,37.622832178568935,127.0554660282264
F_000018,37.622529409517185,127.05454101515575
F_000019,37.627531868042865,127.08414686079622
F_000020,37.63791018035917,127.04520234724941
F_000021,37.64125189232705,127.04292184117025
F_000022,37.644673686412865,127.08068883356789
F_000023,37.66075988926587,127.08220580678194
F_000024,37.64491244665935,127.09186391254197
F_000025,37.64555691004935,127.09037224489057
F_000026,37.66663276421151,127.03044723399513
F_000027,37.65479665866665,127.02324973923359
F_000028,37.666946685534,127.02815555538352
F_000029,37.6711549168477,127.03883070684988
F_000030,37.657952270752176,127.02019977676059
F_000031,37.67031329645388,127.03453344368282
F_000032,37.66263562985091,127.02049709042856
F_000033,37.66335782803234,127.02327211845561
F_000034,37.664874480081224,127.02556104828251
F_000035,37.65576925039737,126.99280232649055
F_000036,37.65576925039737,126.99280232649055
F_000037,37.65634409728322,127.00585520866959
F_000038,37.65906073652893,127.0097052802706
F_000039,37.65576925039737,126.99280232649055
F_000040,37.65576925039737,126.99280232649055
F_000041,37.44854113390625,127.04967573838447
F_000042,37.62113938208377,127.09156792904258
F_000043,37.627385831936955,127.08217132446899
F_000044,37.67286548106907,127.08562272842877
F_000045,37.664848813476446,127.08164476462862
F_000046,37.673126712262665,127.0756865516822
F_000047,37.673126712262665,127.0756865516822
F_000048,37.66893517417802,127.06236971316436
F_000049,37.67954337108193,127.08027280990868
F_000050,37.6817157716657,127.06633108798061
F_000051,37.676562738498085,127.08487556723455
F_000052,37.685460154774155,127.07328677179403
F_000053,37.668093406079244,127.07087253042714
F_000054,37.673799608929556,127.01908062030682
F_000055,37.55682846608339,127.11234412137128
F_000056,37.6853436352315,127.03095669241334
F_000057,37.67707159048136,127.04161695191505
F_000058,37.69297724844803,127.0416311347399
F_000059,37.68362997008003,127.04088373631987
F_000060,37.69243847189943,127.03152828253008
F_000061,37.68104109723597,127.03820310756926
F_000062,37.68705226750477,127.03684766435165
F_000063,37.68215233537197,127.0280002884326
F_000064,37.574193180542665,126.80363839002558
F_000065,37.570717961810914,126.82019399507507
F_000066,37.60752230472278,126.94285385289798
F_000067,37.60333073996579,126.93223425972494
F_000068,37.60752230472278,126.94285385289798
F_000069,37.61633084742373,126.92976226778282
F_000070,37.626497580672066,126.93011245991791
F_000071,37.61801680946216,126.9433290575845
F_000072,37.61801680946216,126.9433290575845
F_000073,37.625761460822055,126.93019577545498
F_000074,37.61801680946216,126.9433290575845
F_000075,37.62456143046396,126.93225688140677
F_000076,37.62098364673934,126.93089014103971
F_000077,37.62586304871758,126.917843220495
F_000078,37.55687265103805,127.11230617206945
F_000079,37.65241883761401,127.02560804445186
F_000080,37.61644981260324,126.97064893622849
F_000081,37.55768891620368,127.09612950083142
F_000082,37.59732765338505,126.95489819597127
F_000083,37.5876359124723,126.95545385080428
F_000084,37.449747998831974,126.91841273200379
F_000085,37.606767626834646,127.10239937165561
F_000086,37.570132441960844,127.0969938012997
F_000087,37.64830103102679,127.08166630685615
F_000088,37.46292605061168,127.01490719741237
F_000089,37.45105441561871,126.9588176985553
F_000090,37.44594897453955,126.9465341887248
F_000091,37.45624353389308,126.94267601972166
F_000092,37.47405218808719,126.92539567669871
F_000093,37.46699102605388,126.92590110941245
F_000094,37.463393529220774,126.94672896171018
F_000095,37.47865761554478,126.93907641778958
F_000096,37.481729906300124,126.9346153322916
F_000097,37.47676609205471,126.92604018250103
F_000098,37.47850503704758,126.92165962789237
F_000099,37.46721322293772,126.92848723835989
F_000100,37.45624353389308,126.94267601972166
F_000101,37.44594897453955,126.9465341887248
F_000102,37.47917730270803,126.91896794860337
F_000103,37.4650074572545,126.9444400858223
F_000104,37.47865761554478,126.93907641778958
F_000105,37.45624353389308,126.94267601972166
F_000106,37.45456869768196,126.92766755640298
F_000107,37.456393681362805,126.93001760023411
